graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime
27.0,Graph with 9 nodes and 16 edges,"[[0, 0, 0, 1, 0, 1, 0, 0, 1], [0, 0, 1, 1, 1, 0, 0, 1, 1], [0, 1, 0, 0, 1, 0, 1, 1, 1], [1, 1, 0, 0, 1, 0, 0, 1, 0], [0, 1, 1, 1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0, 0, 0]]",3.0,7.0,Y,"{0: 3, 1: 10, 2: 59, 3: 52, 4: 45, 5: 24, 6: 38, 7: 31, 8: 17}","{(0, 3): 1, (0, 5): 1, (0, 8): 1, (1, 2): 1, (1, 3): 5, (1, 4): 1, (1, 7): 1, (1, 8): 1, (2, 4): 4, (2, 6): 38, (2, 7): 1, (2, 8): 15, (3, 4): 17, (3, 7): 28, (4, 5): 22, (5, 7): 1}",1467.0000000016614
27.0,Graph with 9 nodes and 16 edges,"[[0, 0, 0, 1, 0, 1, 0, 0, 1], [0, 0, 1, 1, 1, 0, 0, 1, 1], [0, 1, 0, 0, 1, 0, 1, 1, 1], [1, 1, 0, 0, 1, 0, 0, 1, 0], [0, 1, 1, 1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0, 0, 0]]",4.0,5.0,Y,"{0: 44, 1: 39, 2: 34, 3: 29, 4: 24, 5: 19, 6: 14, 7: 9, 8: 4}","{(0, 3): 26, (0, 5): 17, (0, 8): 1, (1, 2): 13, (1, 3): 1, (1, 4): 21, (1, 7): 3, (1, 8): 1, (2, 4): 1, (2, 6): 14, (2, 7): 4, (2, 8): 2, (3, 4): 1, (3, 7): 1, (4, 5): 1, (5, 7): 1}",1611.0000000004732
29.0,Graph with 9 nodes and 16 edges,"[[0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 0, 0, 1, 1, 0], [0, 1, 0, 0, 0, 1, 0, 1, 0], [0, 1, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 1, 0, 0, 1, 1, 1], [0, 0, 1, 0, 0, 0, 0, 1, 0], [0, 1, 0, 1, 1, 0, 0, 1, 0], [0, 1, 1, 1, 1, 1, 1, 0, 0], [1, 0, 0, 1, 1, 0, 0, 0, 0]]",4.0,1.0,Y,"{0: 9, 1: 4, 2: 7, 3: 10, 4: 5, 5: 6, 6: 8, 7: 12, 8: 11}","{(0, 8): 9, (1, 2): 1, (1, 3): 1, (1, 6): 1, (1, 7): 1, (2, 5): 2, (2, 7): 4, (3, 4): 2, (3, 6): 5, (3, 7): 1, (3, 8): 1, (4, 6): 1, (4, 7): 1, (4, 8): 1, (5, 7): 4, (6, 7): 1}",1580.000000000581
31.0,Graph with 9 nodes and 16 edges,"[[0, 0, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0, 0], [1, 0, 0, 1, 1, 1, 1, 0, 0], [1, 0, 1, 0, 0, 1, 1, 0, 0], [1, 1, 1, 0, 0, 1, 0, 0, 1], [0, 1, 1, 1, 1, 0, 1, 0, 0], [0, 0, 1, 1, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1, 0]]",2.0,5.0,Y,"{0: 7, 1: 2, 2: 42, 3: 37, 4: 32, 5: 22, 6: 27, 7: 12, 8: 17}","{(0, 2): 1, (0, 3): 1, (0, 4): 5, (1, 4): 1, (1, 5): 1, (2, 3): 17, (2, 4): 9, (2, 5): 1, (2, 6): 14, (3, 5): 18, (3, 6): 1, (4, 5): 1, (4, 8): 16, (5, 6): 1, (6, 7): 11, (7, 8): 1}",1533.9999999994802
31.0,Graph with 9 nodes and 16 edges,"[[0, 0, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0, 0], [1, 0, 0, 1, 1, 1, 1, 0, 0], [1, 0, 1, 0, 0, 1, 1, 0, 0], [1, 1, 1, 0, 0, 1, 0, 0, 1], [0, 1, 1, 1, 1, 0, 1, 0, 0], [0, 0, 1, 1, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1, 0]]",3.0,1.0,Y,"{0: 4, 1: 3, 2: 9, 3: 7, 4: 11, 5: 10, 6: 8, 7: 6, 8: 5}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (1, 4): 2, (1, 5): 1, (2, 3): 1, (2, 4): 2, (2, 5): 3, (2, 6): 1, (3, 5): 4, (3, 6): 1, (4, 5): 1, (4, 8): 4, (5, 6): 1, (6, 7): 5, (7, 8): 1}",1274.0000000022178
31.0,Graph with 9 nodes and 16 edges,"[[0, 0, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0, 0], [1, 0, 0, 1, 1, 1, 1, 0, 0], [1, 0, 1, 0, 0, 1, 1, 0, 0], [1, 1, 1, 0, 0, 1, 0, 0, 1], [0, 1, 1, 1, 1, 0, 1, 0, 0], [0, 0, 1, 1, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1, 0]]",3.0,4.0,Y,"{0: 3, 1: 7, 2: 35, 3: 23, 4: 27, 5: 19, 6: 31, 7: 15, 8: 11}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (1, 4): 6, (1, 5): 1, (2, 3): 12, (2, 4): 4, (2, 5): 1, (2, 6): 16, (3, 5): 1, (3, 6): 8, (4, 5): 15, (4, 8): 1, (5, 6): 1, (6, 7): 5, (7, 8): 10}",1288.9999999998736
31.0,Graph with 9 nodes and 16 edges,"[[0, 0, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0, 0], [1, 0, 0, 1, 1, 1, 1, 0, 0], [1, 0, 1, 0, 0, 1, 1, 0, 0], [1, 1, 1, 0, 0, 1, 0, 0, 1], [0, 1, 1, 1, 1, 0, 1, 0, 0], [0, 0, 1, 1, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1, 0]]",4.0,2.0,Y,"{0: 8, 1: 14, 2: 18, 3: 4, 4: 20, 5: 16, 6: 6, 7: 12, 8: 10}","{(0, 2): 6, (0, 3): 1, (0, 4): 1, (1, 4): 5, (1, 5): 9, (2, 3): 1, (2, 4): 9, (2, 5): 1, (2, 6): 1, (3, 5): 1, (3, 6): 1, (4, 5): 4, (4, 8): 1, (5, 6): 1, (6, 7): 3, (7, 8): 9}",1346.0000000016237
32.0,Graph with 9 nodes and 13 edges,"[[0, 0, 1, 0, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 1, 1, 0, 1], [1, 0, 0, 0, 1, 0, 1, 1, 0], [0, 1, 0, 0, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0, 1, 1, 0]]",2.0,2.0,Y,"{0: 18, 1: 16, 2: 14, 3: 12, 4: 10, 5: 2, 6: 8, 7: 6, 8: 4}","{(0, 2): 8, (0, 4): 9, (0, 8): 1, (1, 3): 9, (1, 5): 2, (1, 6): 4, (1, 8): 1, (2, 4): 1, (2, 6): 3, (2, 7): 2, (3, 7): 3, (6, 8): 1, (7, 8): 1}",1398.999999999262
32.0,Graph with 9 nodes and 13 edges,"[[0, 0, 1, 0, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 1, 1, 0, 1], [1, 0, 0, 0, 1, 0, 1, 1, 0], [0, 1, 0, 0, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0, 1, 1, 0]]",3.0,8.0,Y,"{0: 3, 1: 67, 2: 59, 3: 51, 4: 43, 5: 27, 6: 19, 7: 35, 8: 11}","{(0, 2): 1, (0, 4): 1, (0, 8): 1, (1, 3): 30, (1, 5): 27, (1, 6): 8, (1, 8): 1, (2, 4): 42, (2, 6): 2, (2, 7): 13, (3, 7): 20, (6, 8): 8, (7, 8): 1}",1531.9999999974243
32.0,Graph with 9 nodes and 13 edges,"[[0, 0, 1, 0, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 1, 1, 0, 1], [1, 0, 0, 0, 1, 0, 1, 1, 0], [0, 1, 0, 0, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0, 1, 1, 0]]",3.0,9.0,Y,"{0: 3, 1: 75, 2: 66, 3: 57, 4: 48, 5: 30, 6: 21, 7: 39, 8: 12}","{(0, 2): 1, (0, 4): 1, (0, 8): 1, (1, 3): 34, (1, 5): 30, (1, 6): 9, (1, 8): 1, (2, 4): 47, (2, 6): 2, (2, 7): 15, (3, 7): 22, (6, 8): 9, (7, 8): 1}",1329.9999999958345
32.0,Graph with 9 nodes and 13 edges,"[[0, 0, 1, 0, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 1, 1, 0, 1], [1, 0, 0, 0, 1, 0, 1, 1, 0], [0, 1, 0, 0, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0, 1, 1, 0]]",4.0,4.0,Y,"{0: 32, 1: 36, 2: 28, 3: 24, 4: 20, 5: 16, 6: 12, 7: 8, 8: 4}","{(0, 2): 14, (0, 4): 17, (0, 8): 1, (1, 3): 18, (1, 5): 16, (1, 6): 1, (1, 8): 1, (2, 4): 3, (2, 6): 10, (2, 7): 1, (3, 7): 6, (6, 8): 1, (7, 8): 1}",1559.0000000003101
34.0,Graph with 9 nodes and 21 edges,"[[0, 0, 1, 1, 1, 1, 1, 1, 0], [0, 0, 1, 1, 1, 1, 0, 0, 1], [1, 1, 0, 1, 1, 0, 1, 1, 0], [1, 1, 1, 0, 1, 1, 0, 0, 0], [1, 1, 1, 1, 0, 1, 1, 0, 1], [1, 1, 0, 1, 1, 0, 1, 0, 0], [1, 0, 1, 0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0]]",2.0,4.0,Y,"{0: 6, 1: 34, 2: 30, 3: 26, 4: 10, 5: 18, 6: 14, 7: 2, 8: 22}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 7): 1, (1, 2): 7, (1, 3): 1, (1, 4): 4, (1, 5): 1, (1, 8): 21, (2, 3): 9, (2, 4): 1, (2, 6): 11, (2, 7): 1, (3, 4): 1, (3, 5): 14, (4, 5): 1, (4, 6): 1, (4, 8): 1, (5, 6): 1}",1402.9999999962683
34.0,Graph with 9 nodes and 21 edges,"[[0, 0, 1, 1, 1, 1, 1, 1, 0], [0, 0, 1, 1, 1, 1, 0, 0, 1], [1, 1, 0, 1, 1, 0, 1, 1, 0], [1, 1, 1, 0, 1, 1, 0, 0, 0], [1, 1, 1, 1, 0, 1, 1, 0, 1], [1, 1, 0, 1, 1, 0, 1, 0, 0], [1, 0, 1, 0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0]]",3.0,2.0,Y,"{0: 7, 1: 5, 2: 19, 3: 17, 4: 13, 5: 15, 6: 11, 7: 9, 8: 3}","{(0, 2): 1, (0, 3): 1, (0, 4): 2, (0, 5): 1, (0, 6): 1, (0, 7): 1, (1, 2): 1, (1, 3): 1, (1, 4): 1, (1, 5): 1, (1, 8): 1, (2, 3): 6, (2, 4): 1, (2, 6): 1, (2, 7): 8, (3, 4): 4, (3, 5): 4, (4, 5): 1, (4, 6): 1, (4, 8): 2, (5, 6): 8}",1615.9999999985075
35.0,Graph with 9 nodes and 16 edges,"[[0, 1, 0, 1, 1, 1, 1, 0, 0], [1, 0, 0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 0, 1, 1, 1, 0, 0], [1, 0, 0, 0, 0, 1, 1, 1, 0], [1, 1, 1, 0, 0, 0, 1, 0, 0], [1, 0, 1, 1, 0, 0, 1, 0, 0], [1, 0, 1, 1, 1, 1, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0, 0, 1, 0]]",2.0,5.0,Y,"{0: 12, 1: 17, 2: 22, 3: 27, 4: 32, 5: 37, 6: 42, 7: 7, 8: 2}","{(0, 1): 1, (0, 3): 1, (0, 4): 1, (0, 5): 8, (0, 6): 1, (1, 4): 15, (1, 8): 1, (2, 4): 1, (2, 5): 20, (2, 6): 1, (3, 5): 2, (3, 6): 18, (3, 7): 6, (4, 6): 15, (5, 6): 7, (7, 8): 1}",1895.9999999950128
35.0,Graph with 9 nodes and 16 edges,"[[0, 1, 0, 1, 1, 1, 1, 0, 0], [1, 0, 0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 0, 1, 1, 1, 0, 0], [1, 0, 0, 0, 0, 1, 1, 1, 0], [1, 1, 1, 0, 0, 0, 1, 0, 0], [1, 0, 1, 1, 0, 0, 1, 0, 0], [1, 0, 1, 1, 1, 1, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0, 0, 1, 0]]",3.0,1.0,Y,"{0: 11, 1: 4, 2: 3, 3: 9, 4: 8, 5: 7, 6: 10, 7: 5, 8: 6}","{(0, 1): 1, (0, 3): 1, (0, 4): 4, (0, 5): 1, (0, 6): 3, (1, 4): 1, (1, 8): 2, (2, 4): 1, (2, 5): 1, (2, 6): 1, (3, 5): 4, (3, 6): 3, (3, 7): 1, (4, 6): 1, (5, 6): 1, (7, 8): 4}",1191.999999996085
36.0,Graph with 9 nodes and 20 edges,"[[0, 0, 0, 0, 1, 0, 0, 0, 1], [0, 0, 1, 1, 1, 0, 1, 1, 1], [0, 1, 0, 0, 1, 1, 1, 1, 0], [0, 1, 0, 0, 0, 1, 1, 0, 0], [1, 1, 1, 0, 0, 1, 0, 1, 0], [0, 0, 1, 1, 1, 0, 1, 1, 1], [0, 1, 1, 1, 0, 1, 0, 1, 0], [0, 1, 1, 0, 1, 1, 1, 0, 0], [1, 1, 0, 0, 0, 1, 0, 0, 0]]",3.0,2.0,Y,"{0: 5, 1: 19, 2: 9, 3: 7, 4: 13, 5: 17, 6: 11, 7: 15, 8: 3}","{(0, 4): 4, (0, 8): 1, (1, 2): 1, (1, 3): 1, (1, 4): 6, (1, 6): 1, (1, 7): 8, (1, 8): 1, (2, 4): 1, (2, 5): 4, (2, 6): 1, (2, 7): 1, (3, 5): 5, (3, 6): 1, (4, 5): 1, (4, 7): 1, (5, 6): 4, (5, 7): 1, (5, 8): 1, (6, 7): 3}",1306.0000000066907
36.0,Graph with 9 nodes and 20 edges,"[[0, 0, 0, 0, 1, 0, 0, 0, 1], [0, 0, 1, 1, 1, 0, 1, 1, 1], [0, 1, 0, 0, 1, 1, 1, 1, 0], [0, 1, 0, 0, 0, 1, 1, 0, 0], [1, 1, 1, 0, 0, 1, 0, 1, 0], [0, 0, 1, 1, 1, 0, 1, 1, 1], [0, 1, 1, 1, 0, 1, 0, 1, 0], [0, 1, 1, 0, 1, 1, 1, 0, 0], [1, 1, 0, 0, 0, 1, 0, 0, 0]]",3.0,3.0,Y,"{0: 9, 1: 12, 2: 21, 3: 3, 4: 27, 5: 18, 6: 15, 7: 24, 8: 6}","{(0, 4): 8, (0, 8): 1, (1, 2): 1, (1, 3): 1, (1, 4): 3, (1, 6): 1, (1, 7): 4, (1, 8): 1, (2, 4): 8, (2, 5): 10, (2, 6): 1, (2, 7): 1, (3, 5): 1, (3, 6): 1, (4, 5): 1, (4, 7): 6, (5, 6): 1, (5, 7): 1, (5, 8): 4, (6, 7): 11}",1289.9999999973488
36.0,Graph with 9 nodes and 20 edges,"[[0, 0, 0, 0, 1, 0, 0, 0, 1], [0, 0, 1, 1, 1, 0, 1, 1, 1], [0, 1, 0, 0, 1, 1, 1, 1, 0], [0, 1, 0, 0, 0, 1, 1, 0, 0], [1, 1, 1, 0, 0, 1, 0, 1, 0], [0, 0, 1, 1, 1, 0, 1, 1, 1], [0, 1, 1, 1, 0, 1, 0, 1, 0], [0, 1, 1, 0, 1, 1, 1, 0, 0], [1, 1, 0, 0, 0, 1, 0, 0, 0]]",4.0,4.0,Y,"{0: 4, 1: 8, 2: 36, 3: 32, 4: 24, 5: 28, 6: 20, 7: 16, 8: 12}","{(0, 4): 1, (0, 8): 3, (1, 2): 1, (1, 3): 1, (1, 4): 1, (1, 6): 1, (1, 7): 1, (1, 8): 3, (2, 4): 19, (2, 5): 3, (2, 6): 1, (2, 7): 12, (3, 5): 15, (3, 6): 16, (4, 5): 2, (4, 7): 1, (5, 6): 1, (5, 7): 1, (5, 8): 6, (6, 7): 1}",1355.0000000037699
37.0,Graph with 9 nodes and 18 edges,"[[0, 0, 1, 1, 1, 0, 0, 1, 1], [0, 0, 1, 0, 1, 1, 0, 0, 1], [1, 1, 0, 1, 1, 1, 1, 0, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 1, 0, 0, 1, 1], [1, 0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 1, 1, 1, 0]]",2.0,3.0,Y,"{0: 5, 1: 26, 2: 8, 3: 2, 4: 23, 5: 17, 6: 14, 7: 11, 8: 20}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (0, 7): 1, (0, 8): 1, (1, 2): 3, (1, 4): 10, (1, 5): 10, (1, 8): 3, (2, 3): 1, (2, 4): 1, (2, 5): 1, (2, 6): 1, (4, 6): 11, (5, 8): 6, (6, 7): 1, (6, 8): 1, (7, 8): 9}",1311.9999999986476
37.0,Graph with 9 nodes and 18 edges,"[[0, 0, 1, 1, 1, 0, 0, 1, 1], [0, 0, 1, 0, 1, 1, 0, 0, 1], [1, 1, 0, 1, 1, 1, 1, 0, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 1, 0, 0, 1, 1], [1, 0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 1, 1, 1, 0]]",3.0,1.0,Y,"{0: 10, 1: 8, 2: 11, 3: 4, 4: 7, 5: 3, 6: 6, 7: 5, 8: 9}","{(0, 2): 1, (0, 3): 1, (0, 4): 2, (0, 7): 1, (0, 8): 5, (1, 2): 3, (1, 4): 2, (1, 5): 1, (1, 8): 1, (2, 3): 3, (2, 4): 1, (2, 5): 1, (2, 6): 1, (4, 6): 1, (5, 8): 1, (6, 7): 3, (6, 8): 1, (7, 8): 1}",1678.9999999957672
38.0,Graph with 9 nodes and 15 edges,"[[0, 0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 1, 0, 0, 1, 0, 1, 0], [0, 1, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 1, 0, 1, 1, 1, 1], [0, 1, 0, 1, 1, 0, 1, 1, 0], [1, 0, 1, 0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1, 0]]",3.0,2.0,Y,"{0: 5, 1: 3, 2: 9, 3: 11, 4: 15, 5: 19, 6: 13, 7: 17, 8: 7}","{(0, 6): 1, (0, 7): 4, (1, 2): 1, (1, 5): 1, (1, 7): 1, (2, 6): 8, (3, 4): 1, (3, 5): 10, (4, 5): 4, (4, 6): 1, (4, 7): 6, (4, 8): 2, (5, 6): 3, (5, 7): 1, (7, 8): 4}",1424.0000000000919
38.0,Graph with 9 nodes and 15 edges,"[[0, 0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 1, 0, 0, 1, 0, 1, 0], [0, 1, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 1, 0, 1, 1, 1, 1], [0, 1, 0, 1, 1, 0, 1, 1, 0], [1, 0, 1, 0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1, 0]]",4.0,2.0,Y,"{0: 4, 1: 20, 2: 18, 3: 16, 4: 14, 5: 12, 6: 8, 7: 10, 8: 6}","{(0, 6): 3, (0, 7): 1, (1, 2): 15, (1, 5): 1, (1, 7): 4, (2, 6): 3, (3, 4): 8, (3, 5): 8, (4, 5): 1, (4, 6): 1, (4, 7): 1, (4, 8): 3, (5, 6): 1, (5, 7): 1, (7, 8): 3}",1414.0000000040231
38.0,Graph with 9 nodes and 15 edges,"[[0, 0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 1, 0, 0, 1, 0, 1, 0], [0, 1, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 1, 0, 1, 1, 1, 1], [0, 1, 0, 1, 1, 0, 1, 1, 0], [1, 0, 1, 0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1, 0]]",4.0,6.0,Y,"{0: 10, 1: 28, 2: 34, 3: 4, 4: 46, 5: 40, 6: 16, 7: 52, 8: 22}","{(0, 6): 1, (0, 7): 9, (1, 2): 21, (1, 5): 1, (1, 7): 6, (2, 6): 13, (3, 4): 1, (3, 5): 3, (4, 5): 31, (4, 6): 1, (4, 7): 12, (4, 8): 1, (5, 6): 1, (5, 7): 4, (7, 8): 21}",1350.0000000021828
39.0,Graph with 9 nodes and 18 edges,"[[0, 0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 1, 1, 1, 1, 0, 1], [0, 0, 0, 0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 1, 0], [0, 1, 1, 1, 0, 1, 1, 1, 0], [0, 1, 1, 0, 1, 0, 0, 0, 1], [1, 1, 0, 0, 1, 0, 0, 1, 1], [0, 0, 0, 1, 1, 0, 1, 0, 1], [1, 1, 0, 0, 0, 1, 1, 1, 0]]",3.0,4.0,Y,"{0: 7, 1: 35, 2: 3, 3: 11, 4: 19, 5: 15, 6: 27, 7: 31, 8: 23}","{(0, 6): 6, (0, 8): 1, (1, 3): 1, (1, 4): 1, (1, 5): 12, (1, 6): 13, (1, 8): 7, (2, 4): 2, (2, 5): 1, (3, 4): 1, (3, 7): 9, (4, 5): 1, (4, 6): 1, (4, 7): 13, (5, 8): 1, (6, 7): 1, (6, 8): 5, (7, 8): 8}",1350.999999999658
40.0,Graph with 9 nodes and 17 edges,"[[0, 1, 1, 0, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 0, 1, 0, 0], [1, 0, 0, 1, 1, 0, 0, 0, 1], [0, 1, 1, 0, 0, 0, 1, 0, 1], [0, 1, 1, 0, 0, 1, 1, 0, 1], [0, 0, 0, 0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 1, 0, 0, 0], [1, 0, 0, 0, 0, 1, 0, 0, 0], [1, 0, 1, 1, 1, 0, 0, 0, 0]]",3.0,5.0,Y,"{0: 18, 1: 43, 2: 28, 3: 33, 4: 13, 5: 8, 6: 38, 7: 3, 8: 23}","{(0, 1): 1, (0, 2): 10, (0, 7): 1, (0, 8): 5, (1, 3): 24, (1, 4): 1, (1, 6): 17, (2, 3): 1, (2, 4): 1, (2, 8): 15, (3, 6): 7, (3, 8): 1, (4, 5): 1, (4, 6): 9, (4, 8): 1, (5, 6): 5, (5, 7): 2}",1668.0000000022233
40.0,Graph with 9 nodes and 17 edges,"[[0, 1, 1, 0, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 0, 1, 0, 0], [1, 0, 0, 1, 1, 0, 0, 0, 1], [0, 1, 1, 0, 0, 0, 1, 0, 1], [0, 1, 1, 0, 0, 1, 1, 0, 1], [0, 0, 0, 0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 1, 0, 0, 0], [1, 0, 0, 0, 0, 1, 0, 0, 0], [1, 0, 1, 1, 1, 0, 0, 0, 0]]",3.0,6.0,Y,"{0: 21, 1: 51, 2: 33, 3: 39, 4: 15, 5: 9, 6: 45, 7: 3, 8: 27}","{(0, 1): 1, (0, 2): 12, (0, 7): 1, (0, 8): 6, (1, 3): 29, (1, 4): 1, (1, 6): 20, (2, 3): 1, (2, 4): 1, (2, 8): 18, (3, 6): 8, (3, 8): 1, (4, 5): 1, (4, 6): 11, (4, 8): 1, (5, 6): 6, (5, 7): 2}",1638.9999999972815
41.0,Graph with 9 nodes and 18 edges,"[[0, 1, 1, 0, 1, 1, 0, 0, 0], [1, 0, 0, 0, 1, 1, 1, 1, 0], [1, 0, 0, 1, 0, 0, 1, 0, 1], [0, 0, 1, 0, 1, 1, 0, 0, 0], [1, 1, 0, 1, 0, 1, 1, 1, 1], [1, 1, 0, 1, 1, 0, 0, 1, 0], [0, 1, 1, 0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 1, 1, 0, 0, 0], [0, 0, 1, 0, 1, 0, 0, 0, 0]]",3.0,8.0,Y,"{0: 11, 1: 67, 2: 59, 3: 3, 4: 43, 5: 35, 6: 27, 7: 19, 8: 51}","{(0, 1): 2, (0, 2): 7, (0, 4): 1, (0, 5): 1, (1, 4): 14, (1, 5): 8, (1, 6): 25, (1, 7): 17, (2, 3): 1, (2, 6): 1, (2, 8): 50, (3, 4): 1, (3, 5): 1, (4, 5): 23, (4, 6): 1, (4, 7): 1, (4, 8): 1, (5, 7): 1}",1255.0000000004502
42.0,Graph with 9 nodes and 18 edges,"[[0, 0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 1, 1, 1, 0, 0, 1, 1], [0, 1, 0, 0, 1, 0, 0, 1, 0], [0, 1, 0, 0, 1, 0, 0, 0, 1], [0, 1, 1, 1, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 0, 0, 1, 0, 0, 1], [1, 1, 1, 0, 1, 1, 0, 0, 1], [1, 1, 0, 1, 1, 0, 1, 1, 0]]",3.0,9.0,Y,"{0: 39, 1: 66, 2: 12, 3: 30, 4: 57, 5: 3, 6: 21, 7: 75, 8: 48}","{(0, 6): 1, (0, 7): 13, (0, 8): 25, (1, 2): 1, (1, 3): 28, (1, 4): 20, (1, 7): 15, (1, 8): 1, (2, 4): 1, (2, 7): 10, (3, 4): 1, (3, 8): 1, (4, 7): 33, (4, 8): 1, (5, 6): 1, (5, 7): 2, (6, 8): 19, (7, 8): 1}",1393.9999999976749
